Comments,sentiment
Do you still have Cane Corsos? I got my first cc five months ago after I fell in love with the breed after seeing a Pic of you Roman.i researched the breed and I never had such a amazing dog. He's just so intelligent and gentle and funny lol,0.42500000000000004
"Those 💋 tho......to lightly nibble on that lower lip like yeah, the thought alone makes me weak 😇💯💟",0.012500000000000011
"Those 💋 tho......to lightly nibble on that lower lip like yeah, the thought alone makes me weak 😇💯💟",0.012500000000000011
"Those 💋 tho......to lightly nibble on that lower lip like yeah, the thought alone makes me weak 😇💯💟",0.012500000000000011
Nice pic,0.6
Love this!!!! Love you xx,0.75
Nice pic,0.6
Love this!!!! Love you xx,0.75
Nice pic,0.6
Love this!!!! Love you xx,0.75
Love youuu🤤,0.5
love you vin sir ❤❤❤❤👑👑💎💎,0.5
The best,1.0
Love,0.5
Love youuu🤤,0.5
love you vin sir ❤❤❤❤👑👑💎💎,0.5
The best,1.0
Love,0.5
Love youuu🤤,0.5
love you vin sir ❤❤❤❤👑👑💎💎,0.5
The best,1.0
Love,0.5
Great 💋💋💋💋❤️👍,0.8
Super ;D,0.29166666666666663
Create happy,0.8
See I sd without Ludacris n Tyrese where would your comedy come into this saga ? Tyrese is always adding funny to everything just makes u smile....,0.275
Ur awesome,1.0
Great 💋💋💋💋❤️👍,0.8
Super ;D,0.29166666666666663
Create happy,0.8
See I sd without Ludacris n Tyrese where would your comedy come into this saga ? Tyrese is always adding funny to everything just makes u smile....,0.275
Ur awesome,1.0
Great 💋💋💋💋❤️👍,0.8
Super ;D,0.29166666666666663
Create happy,0.8
See I sd without Ludacris n Tyrese where would your comedy come into this saga ? Tyrese is always adding funny to everything just makes u smile....,0.275
Ur awesome,1.0
"My favourite song from Fast & furious ""we own it"" 👌",0.4
Brotherhood 💪💖👍All My Love 😘🤗🌹✌,0.5
"My favourite song from Fast & furious ""we own it"" 👌",0.4
Brotherhood 💪💖👍All My Love 😘🤗🌹✌,0.5
"My favourite song from Fast & furious ""we own it"" 👌",0.4
Brotherhood 💪💖👍All My Love 😘🤗🌹✌,0.5
I always love and respect u,0.5
"Love you, good dreams of action❤️😍🔥",0.6
I always love and respect u,0.5
"Love you, good dreams of action❤️😍🔥",0.6
I always love and respect u,0.5
"Love you, good dreams of action❤️😍🔥",0.6
"❤️I love you, you're such a charm",0.25
Love ❤️ this pose and look baby,0.5
I love You´s.❤ Fast Furious always. Thank you for not giving up and continuing.🙌🙏🙏,0.35
Very nice picture ❤️❤️❤️❤️❤️❤️,0.78
"❤️I love you, you're such a charm",0.25
Love ❤️ this pose and look baby,0.5
I love You´s.❤ Fast Furious always. Thank you for not giving up and continuing.🙌🙏🙏,0.35
Very nice picture ❤️❤️❤️❤️❤️❤️,0.78
"❤️I love you, you're such a charm",0.25
Love ❤️ this pose and look baby,0.5
I love You´s.❤ Fast Furious always. Thank you for not giving up and continuing.🙌🙏🙏,0.35
Very nice picture ❤️❤️❤️❤️❤️❤️,0.78
Wow amazing great job stay safe enjoy have fun ❤️❤️❤️🔥🔥🔥,0.44999999999999996
Fantastic job 💜,0.4
🙌🙌🙌 great job,0.8
Great job honey toy did great,0.8
Wow amazing great job stay safe enjoy have fun ❤️❤️❤️🔥🔥🔥,0.44999999999999996
Fantastic job 💜,0.4
🙌🙌🙌 great job,0.8
Great job honey toy did great,0.8
Wow amazing great job stay safe enjoy have fun ❤️❤️❤️🔥🔥🔥,0.44999999999999996
Fantastic job 💜,0.4
🙌🙌🙌 great job,0.8
Great job honey toy did great,0.8
Love you family 🙏🤩❤️,0.5
So y'all swiped that far to write family 😭,0.1
Love you family 🙏🤩❤️,0.5
So y'all swiped that far to write family 😭,0.1
Love you family 🙏🤩❤️,0.5
So y'all swiped that far to write family 😭,0.1
Nice,0.6
Your cool,0.35
Nice,0.6
Your cool,0.35
Nice,0.6
Your cool,0.35
Sexy,0.5
Love the way yoy look in this Coat...😍💖,0.5
Sexy beast u r VinD,0.5
Me fast and furios 8,0.2
Sexy,0.5
Love the way yoy look in this Coat...😍💖,0.5
Sexy beast u r VinD,0.5
Me fast and furios 8,0.2
Sexy,0.5
Love the way yoy look in this Coat...😍💖,0.5
Sexy beast u r VinD,0.5
Me fast and furios 8,0.2
😆 Everyone is so happy,0.8
😆 Everyone is so happy,0.8
😆 Everyone is so happy,0.8
Wonderful.,1.0
Beautiful girl she's as amazing as her dad,0.7250000000000001
She is So0o0  Attractive 😍😍,0.8
Hello Vin 🥰  which of your daughters is riding ?  Lovely sport and family time ♥️♥️,0.5
How old is your daughter because this person @haniaofficialpg has a profile on her,0.1
"Children… You teach them to fly, but they will not fly the same way as you. You will also teach them to dream, but they will not dream the same dream as yours. And you will teach them to live, but they will not live your life. However, in any flight, dream or life they choose, it will remain your imprint as a parent and what you have learned. He always sends happy birthday wishes to his deep daughter, with meaning and she will remember them for years and years. These wishes will mark him and will make him appreciate even more the fact that you are his parent .. Happy birthday to you Hania ❤️",0.25681818181818183
Love horses,0.5
Lovely girl,0.5
Wonderful.,1.0
Beautiful girl she's as amazing as her dad,0.7250000000000001
She is So0o0  Attractive 😍😍,0.8
Hello Vin 🥰  which of your daughters is riding ?  Lovely sport and family time ♥️♥️,0.5
How old is your daughter because this person @haniaofficialpg has a profile on her,0.1
"Children… You teach them to fly, but they will not fly the same way as you. You will also teach them to dream, but they will not dream the same dream as yours. And you will teach them to live, but they will not live your life. However, in any flight, dream or life they choose, it will remain your imprint as a parent and what you have learned. He always sends happy birthday wishes to his deep daughter, with meaning and she will remember them for years and years. These wishes will mark him and will make him appreciate even more the fact that you are his parent .. Happy birthday to you Hania ❤️",0.25681818181818183
Love horses,0.5
Lovely girl,0.5
Wonderful.,1.0
Beautiful girl she's as amazing as her dad,0.7250000000000001
She is So0o0  Attractive 😍😍,0.8
Hello Vin 🥰  which of your daughters is riding ?  Lovely sport and family time ♥️♥️,0.5
How old is your daughter because this person @haniaofficialpg has a profile on her,0.1
"Children… You teach them to fly, but they will not fly the same way as you. You will also teach them to dream, but they will not dream the same dream as yours. And you will teach them to live, but they will not live your life. However, in any flight, dream or life they choose, it will remain your imprint as a parent and what you have learned. He always sends happy birthday wishes to his deep daughter, with meaning and she will remember them for years and years. These wishes will mark him and will make him appreciate even more the fact that you are his parent .. Happy birthday to you Hania ❤️",0.25681818181818183
Love horses,0.5
Lovely girl,0.5
Lots of love ❤️,0.5
LOVE,0.5
Love this picture!!!,0.9765625
Lots of love ❤️,0.5
LOVE,0.5
Love this picture!!!,0.9765625
Lots of love ❤️,0.5
LOVE,0.5
Love this picture!!!,0.9765625
His legacy will be never broken ❤️❤️❤️🙏😭😭🙏🙏,0.2
His legacy will be never broken ❤️❤️❤️🙏😭😭🙏🙏,0.2
His legacy will be never broken ❤️❤️❤️🙏😭😭🙏🙏,0.2
"Call me, when you ready...",0.2
"Call me, when you ready...",0.2
"Call me, when you ready...",0.2
Beautiful,0.85
There is nothing sexier then a masculine guy with hairy armpits. Why you shaved?,0.1
Beautiful,0.85
There is nothing sexier then a masculine guy with hairy armpits. Why you shaved?,0.1
Beautiful,0.85
There is nothing sexier then a masculine guy with hairy armpits. Why you shaved?,0.1
Dame facadas no olho x love you😍🔥🔥🔥🔥✌🌎❤❤❤,0.5
My best muvie❤️❤️,1.0
Woot the best.,1.0
You are my favorite actor.,0.5
🌹🌹🌹I love this movie 😍😍😍 RIDDICK 🌹🌹🌹,0.5
I JUST LOVE WATCHING THE RIDDICK....😇😇😇😇(ELLA),0.5
Riddick. The best. Never tire of watching them,1.0
Dame facadas no olho x love you😍🔥🔥🔥🔥✌🌎❤❤❤,0.5
My best muvie❤️❤️,1.0
Woot the best.,1.0
You are my favorite actor.,0.5
🌹🌹🌹I love this movie 😍😍😍 RIDDICK 🌹🌹🌹,0.5
I JUST LOVE WATCHING THE RIDDICK....😇😇😇😇(ELLA),0.5
Riddick. The best. Never tire of watching them,1.0
Dame facadas no olho x love you😍🔥🔥🔥🔥✌🌎❤❤❤,0.5
My best muvie❤️❤️,1.0
Woot the best.,1.0
You are my favorite actor.,0.5
🌹🌹🌹I love this movie 😍😍😍 RIDDICK 🌹🌹🌹,0.5
I JUST LOVE WATCHING THE RIDDICK....😇😇😇😇(ELLA),0.5
Riddick. The best. Never tire of watching them,1.0
Your grandfather I mean you all have to be when I get that but I didn't know she's beautiful,0.26875
Love picture,0.5
Great,0.8
I love you so much we need to talk ok baby,0.39999999999999997
Your grandfather I mean you all have to be when I get that but I didn't know she's beautiful,0.26875
Love picture,0.5
Great,0.8
I love you so much we need to talk ok baby,0.39999999999999997
Your grandfather I mean you all have to be when I get that but I didn't know she's beautiful,0.26875
Love picture,0.5
Great,0.8
I love you so much we need to talk ok baby,0.39999999999999997
OMG! I had a slip n slide when I was a kid in Hawaii🤗 How cool they still make them💜🎶💃,0.35
so cute,0.5
OMG! I had a slip n slide when I was a kid in Hawaii🤗 How cool they still make them💜🎶💃,0.35
so cute,0.5
OMG! I had a slip n slide when I was a kid in Hawaii🤗 How cool they still make them💜🎶💃,0.35
so cute,0.5
❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️😍😍😍😍😍😘😘😘I love you my love,0.5
❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️😍😍😍😍😍😘😘😘I love you my love,0.5
❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️😍😍😍😍😍😘😘😘I love you my love,0.5
Richard B. Riddick my one of the most popular characters from you.  And my favorite movie!,0.5750000000000001
That's movie was dope. That's where your antagonist m.c. is located now because their trash and they know it. They aren't worthy of the USA.,0.3333333333333333
Actually many fan of wh40k lore speculate about the fact that Riddick maybe the Emperor in his youth years around the galaxy,0.5
Richard B. Riddick my one of the most popular characters from you.  And my favorite movie!,0.5750000000000001
That's movie was dope. That's where your antagonist m.c. is located now because their trash and they know it. They aren't worthy of the USA.,0.3333333333333333
Actually many fan of wh40k lore speculate about the fact that Riddick maybe the Emperor in his youth years around the galaxy,0.5
Richard B. Riddick my one of the most popular characters from you.  And my favorite movie!,0.5750000000000001
That's movie was dope. That's where your antagonist m.c. is located now because their trash and they know it. They aren't worthy of the USA.,0.3333333333333333
Actually many fan of wh40k lore speculate about the fact that Riddick maybe the Emperor in his youth years around the galaxy,0.5
"hello, I hope you are fine, I am now in Pekanbaru, Riau, I rented a house to my nephew in Pekanbaru, I have no place to live, this is someone who sells a house, if you want to buy me a house to live i",0.22979797979797978
"hello, I hope you are fine, I am now in Pekanbaru, Riau, I rented a house to my nephew in Pekanbaru, I have no place to live, this is someone who sells a house, if you want to buy me a house to live i",0.22979797979797978
"hello, I hope you are fine, I am now in Pekanbaru, Riau, I rented a house to my nephew in Pekanbaru, I have no place to live, this is someone who sells a house, if you want to buy me a house to live i",0.22979797979797978
"Your doing it big, making a change in people's lives. That's the way to live.",0.06818181818181818
Love,0.5
Such good best friends.,0.5666666666666667
Three Sexy Musketeers 😍😍😍,0.5
Love you😍😍😍😍,0.5
"Your doing it big, making a change in people's lives. That's the way to live.",0.06818181818181818
Love,0.5
Such good best friends.,0.5666666666666667
Three Sexy Musketeers 😍😍😍,0.5
Love you😍😍😍😍,0.5
"Your doing it big, making a change in people's lives. That's the way to live.",0.06818181818181818
Love,0.5
Such good best friends.,0.5666666666666667
Three Sexy Musketeers 😍😍😍,0.5
Love you😍😍😍😍,0.5
Killer smile 😍😍😍,0.3
Grazie super sorriso wow,0.21666666666666667
